movieId,movie_idx,title_clean,genres_clean,corpus
165,77,Die Hard: With a Vengeance,action crime thriller,die hard: with a vengeance action crime thriller action crime thriller terrorism action bruce willis samuel l. jackson but no way as good as the other two good predictable afternoon section own eric's dvds always watch it when it's on tv seen at the cinema watched 1995 want tumey's dvds crime thriller divx more explosions violent bmf
208,78,Waterworld,action adventure sci fi,waterworld action adventure sci fi action adventure sci fi big budget gyrocopter futuristmovies.com very boring tetris seen at the cinema smeat can't remember friday night movie horrible x-mas movie watch post apocalypse sf kevin costner better than everybody thinks dennis hopper stupid expensive sci-fi apocalypse search
253,79,Interview with the Vampire: The Vampire Chronicles,drama horror,interview with the vampire: the vampire chronicles drama horror drama horror based on a book brad pitt kirsten dunst tom cruise vampire literature want to own boring interviews to see anne rice lots of blood brad pitt and tom cruise my dvds book was better drama terror debased mediocre plot antonio banderas stephen rea 6ir6 nudity (full frontal) vampires fantasy brilliant adapted from:book author:anne price want dracula can't remember book horror neil jordan usa spooky my movies
266,80,Legends of the Fall,drama romance war western,legends of the fall drama romance war western drama romance war western brad pitt oscar (best cinematography) romance nudity (topless - brief) mountain man prohibition war western can't remember dramatic
317,81,"Santa Clause, The",comedy drama fantasy,"santa clause, the comedy drama fantasy comedy drama fantasy christmas xmas theme tim allen pretty funny david krumholtz judge reinhold wendy crewson"
344,82,Ace Ventura: Pet Detective,comedy,ace ventura: pet detective comedy comedy directorial debut dumb very dumb goofy classic carrey jim carrey tom shadyac very funny comedy own jim carrey being jim carrey want silly fun not funny action missing dolphin hilarious
349,83,Clear and Present Danger,action adventure thriller,clear and present danger action adventure thriller action adventure thriller based on a book cia tom clancy clancy confrontational rousing tense ?adapted from:book author:tom clancy character:jack ryan want can't remember jack ryan action harrison ford vhs usa ussr political
367,84,"Mask, The",action comedy crime fantasy,"mask, the action comedy crime fantasy action comedy crime fantasy carrey decline begins... jim carrey animal:dog green superhero funny ok chuck russell comedy comic book afternoon section own classic comedy jim carey seen at the cinema annoying sexist stereotype mars story disambiguation:the mask 3 owned cameron diaz mafia amy yasbeck peter greene peter reigert not funny classic comics based cartoonish"
380,85,True Lies,action adventure comedy romance thriller,true lies action adventure comedy romance thriller action adventure comedy romance thriller action seen more than once schwarzenegger arnold schwarzenegger spies special effects funny as hell buddy james cameron explodeytime decent thiller funny gadget car family seen at the cinema 1 want comedy espionage quirky terrorism clearplay r foqam 70mm
410,86,Addams Family Values,comedy,addams family values comedy comedy stupid quirky creepy silly gothic goth macabre adolescence morbid comedy
432,87,City Slickers II: The Legend of Curly's Gold,adventure comedy western,city slickers ii: the legend of curly's gold adventure comedy western adventure comedy western lame
434,88,Cliffhanger,action adventure thriller,cliffhanger action adventure thriller action adventure thriller colorado mountains renny harlin sylvester stallone clint eastwood mountain climbing ei muista kickass action flick watch-fully harlin 70mm clv
435,89,Coneheads,comedy sci fi,coneheads comedy sci fi comedy sci fi saturday night live based on a tv show snl coen brothers stupid alien invasion aliens dan akroyd
440,90,Dave,comedy romance,dave comedy romance comedy romance president seen more than once kevin kline chick flick decent to see once a presidential look-alike takes over as commander in chief and uses his time in office to work for the little people. they say everyone has a twin romance a presidential look-alike takes over as commander in chief and uses his time in office to work for ordinary people. be satisfied with your life little man
500,91,Mrs. Doubtfire,comedy drama,mrs. doubtfire comedy drama comedy drama robin williams shit!! cross dressing divorce men in drag soft fun family movie nanny chris columbus comedy funny as hell drama moving seen at the cinema gender disguise san francisco families mrs. ted danson jb's dvds harvey fierstein polly holliday sallly field not funny pierce brosnan deceit impersonation transvestism girlie movie afi 100 (laughs)
587,92,Ghost,comedy drama fantasy romance thriller,ghost comedy drama fantasy romance thriller comedy drama fantasy romance thriller girlie movie chick flick sweet overrated library good romantic comedies oscar (best supporting actress) drama death afternoon section patrick swayze romance ghosts subway bittersweet humorous passionate sensual sentimental tearjerking good cry catchy score quite romantic unchained melody whoopie goldberg ghosts/afterlife protagonist is recently widowed remakeof:truly madly deeply 3 want buy seen more than once whoopi goldberg ghana whoopi fantasy
592,93,Batman,action crime sci fi thriller,batman action crime sci fi thriller action crime sci fi thriller batman super-hero dated as good as batman begins exellent movie creepy goodness comic book superhero to see jack nicholson is great jack nicholson tim burton comic bookie action way overrated atmospheric bleak dreamlike goth lavish moody stylized tense eric's dvds seen more than once adapted from:comic alter ego batman (series) villain:the joker want dc comics tumey's to see again get 2ãâº best batmam movie based on book gotham city crime future revenge scifi dc franchise 70mm betamax clv jack nicholson as the joker dark film noir
595,94,Beauty and the Beast,animation children fantasy musical romance,beauty and the beast animation children fantasy musical romance animation children fantasy musical romance fairy tale disney animated classic kids national film registry one of disney's best gary trousdale kirk wise\ndisney animation playlist redemption cellos classic ihq affectionate fathers and daughters gentle heartwarming humorous lavish opposites attract servants and employers sweet whimsical almost favorite own bearable disney nice seen more than once over-rated bechdel test:fail disney animated feature subgenre:fairy tale want heroine kids and family oscar (best music - original score) oscar (best music - original song) cartoon tumey's vhs avi beautiful classic tale 70mm
